0.0565782	0.0541185	0.0519527	0.0500295	0.0483033	0.0467395	0.0453269	0.0440276	0.0428321	0.0417335	0.0407194	0.0397658	0.0388854	0.0380572	0.0372754	0.0365477	0.0358566	0.0351986	0.0345823	0.0339985	0.0334386	0.0329063	0.0323993	0.0319156	0.0314537	0.0310064	0.0305833	0.0301724	0.0297831	0.0294038	0.029044	0.0286925	0.0283538	0.028027	0.0277115	0.0274065	0.0271117	0.0268263	0.02655	0.0262822	0.0260225	0.0257662	0.0255216	0.025284	0.0250488	0.0248243	0.0246059	0.0243891	0.0241821	0.0239804	0.0237798	0.0235881	0.0233971	0.0232147	0.0230326	0.0228587	0.0226848	0.0225188	0.0223526	0.0221938	0.0220347	0.021879	0.0217303	0.0215809	0.0214346	0.0212949	0.0211543	0.0210201	0.0208849	0.0207523	0.0206258	0.020498	0.0203727	0.0202496	0.0201321	0.0200134	0.0198967	0.0197854	0.0196726	0.0195618	0.0194528	0.019349	0.0192435	0.0191398	0.0190377	0.0189372	0.0188416	0.0187442	0.0186483	0.0185539	0.0184641	0.0183724	0.0182822	0.0181932	0.0181055	0.0180191	0.017937	0.017853	0.0177701	0.0176884	0.0176078	0.0175283	0.0174529	0.0173755	0.0172991	0.0172237	0.0171493	0.0170759	0.0170063	0.0169347	0.016864	0.0167942	0.0167252	0.0166571	0.0165898	0.0165261	0.0164604	0.0163954	0.0163313	0.0162679	0.0162052	0.0161432	0.0160819	0.0160214	0.0159642	0.015905	0.0158464	0.0157884	0.0157311	0.0156744	0.0156184	0.0155629	0.015508	0.0154563	0.0154026	0.0153493	0.0152967	0.0152446	0.015193	0.0151419	0.0150914	0.0150413	0.0149917	0.0149427	0.0148966	0.0148485	0.0148008	0.0147536	0.0147069	0.0146605	0.0146146	0.0145692	0.0145242	0.0144795	0.0144353	0.0143915	0.0143481	0.0143075	0.0142649	0.0142226	0.0141807	0.0141392	0.014098	0.0140572	0.0140168	0.0139767	0.0139369	0.0138975	0.0138584	0.0138196	0.0137812	0.0137431	0.0137076	0.0136701	0.0136329	0.013596	0.0135594	0.0135231	0.0134871	0.0134514	0.0134159	0.0133807	0.0133459	0.0133112	0.0132769	0.0132428	0.013209	0.0131754	0.0131421	0.013109	0.0130784	0.0130459	0.0130135	0.0129815	0.0129496	0.012918	0.0128866	0.0128554	0.0128245	0.0127938	0.0127633	
0.155578	0.148598	0.142479	0.137062	0.132216	0.127844	0.123892	0.120274	0.116953	0.113899	0.111079	0.108444	0.106001	0.103711	0.101557	0.0995428	0.0976378	0.095831	0.0941311	0.0925205	0.0909828	0.0895204	0.0881274	0.0867984	0.0855287	0.0843061	0.0831428	0.0820194	0.0809484	0.0799115	0.0789213	0.0779603	0.077034	0.0761402	0.0752772	0.0744432	0.0736366	0.0728559	0.0720999	0.0713672	0.0706566	0.0699605	0.0692911	0.0686408	0.0680023	0.0673877	0.0667896	0.0662011	0.0656342	0.0650818	0.0645372	0.0640121	0.0634938	0.0629938	0.0624997	0.062023	0.0615513	0.0610961	0.0606452	0.0602098	0.0597782	0.0593557	0.0589477	0.0585426	0.0581457	0.0577622	0.0573809	0.0570125	0.0566459	0.0562862	0.0559386	0.0555923	0.0552522	0.0549184	0.0545957	0.0542736	0.0539571	0.0536512	0.0533455	0.053045	0.0527495	0.0524638	0.0521779	0.0518966	0.0516198	0.0513474	0.0510841	0.0508201	0.0505602	0.0503042	0.0500568	0.0498084	0.0495636	0.0493224	0.0490847	0.0488504	0.0486241	0.0483963	0.0481717	0.0479503	0.0477318	0.0475163	0.0473082	0.0470984	0.0468914	0.046687	0.0464854	0.0462863	0.0460941	0.0459	0.0457084	0.0455191	0.0453322	0.0451475	0.0449651	0.0447891	0.044611	0.0444351	0.0442612	0.0440893	0.0439194	0.0437514	0.0435854	0.0434212	0.043263	0.0431025	0.0429437	0.0427867	0.0426314	0.0424777	0.0423258	0.0421754	0.0420266	0.0418834	0.0417377	0.0415936	0.0414509	0.0413096	0.0411698	0.0410315	0.0408945	0.0407588	0.0406245	0.0404915	0.0403637	0.0402333	0.0401041	0.0399762	0.0398495	0.039724	0.0395996	0.0394765	0.0393544	0.0392335	0.0391137	0.038995	0.0388774	0.0387645	0.038649	0.0385344	0.0384209	0.0383084	0.0381969	0.0380863	0.0379767	0.0378681	0.0377604	0.0376535	0.0375476	0.0374426	0.0373384	0.0372351	0.0371362	0.0370346	0.0369339	0.0368339	0.0367347	0.0366364	0.0365388	0.036442	0.036346	0.0362507	0.0361562	0.0360624	0.0359694	0.035877	0.0357854	0.0356944	0.0356042	0.0355146	0.0354291	0.0353408	0.0352532	0.0351663	0.03508	0.0349943	0.0349093	0.0348249	0.0347411	0.0346578	0.0345752	
0.229002	0.218669	0.209618	0.20161	0.194451	0.187996	0.182161	0.176823	0.171925	0.167421	0.163262	0.159379	0.155778	0.152404	0.149231	0.146264	0.143458	0.140799	0.138296	0.135924	0.133661	0.131509	0.129459	0.127503	0.125634	0.123836	0.122124	0.120472	0.118896	0.117371	0.115913	0.1145	0.113138	0.111824	0.110555	0.109328	0.108142	0.106994	0.105882	0.104805	0.10376	0.102737	0.101753	0.100797	0.099859	0.098955	0.0980755	0.0972113	0.0963774	0.0955649	0.0947652	0.0939928	0.0932317	0.0924963	0.0917708	0.0910695	0.090377	0.0897072	0.0890451	0.0884047	0.0877709	0.0871506	0.0865503	0.0859554	0.0853727	0.0848085	0.0842487	0.0837066	0.0831683	0.0826402	0.0821287	0.0816202	0.0811209	0.0806308	0.0801559	0.079683	0.0792183	0.0787681	0.0783193	0.077878	0.0774442	0.0770237	0.0766039	0.076191	0.0757846	0.0753847	0.0749971	0.0746095	0.0742279	0.073852	0.0734878	0.073123	0.0727637	0.0724096	0.0720607	0.0717167	0.0713834	0.071049	0.0707193	0.0703942	0.0700735	0.0697571	0.0694506	0.0691426	0.0688387	0.0685387	0.0682427	0.0679504	0.0676673	0.0673824	0.0671011	0.0668232	0.0665488	0.0662777	0.0660099	0.0657506	0.0654892	0.0652309	0.0649756	0.0647232	0.0644738	0.0642272	0.0639835	0.0637425	0.0635093	0.0632737	0.0630406	0.0628101	0.0625821	0.0623566	0.0621335	0.0619128	0.0616944	0.0614833	0.0612694	0.0610578	0.0608483	0.060641	0.0604358	0.0602326	0.0600315	0.0598324	0.0596353	0.0594401	0.0592515	0.0590601	0.0588705	0.0586827	0.0584967	0.0583125	0.0581299	0.0579491	0.05777	0.0575925	0.0574167	0.0572424	0.0570697	0.0569032	0.0567336	0.0565655	0.0563989	0.0562337	0.05607	0.0559077	0.0557468	0.0555873	0.0554292	0.0552724	0.0551169	0.0549627	0.0548098	0.0546582	0.0545123	0.0543631	0.0542152	0.0540685	0.0539229	0.0537785	0.0536353	0.0534932	0.0533523	0.0532124	0.0530737	0.052936	0.0527994	0.0526638	0.0525293	0.0523958	0.0522633	0.0521319	0.0520056	0.051876	0.0517475	0.0516199	0.0514932	0.0513674	0.0512426	0.0511187	0.0509956	0.0508735	0.0507522	
0.290109	0.276986	0.265495	0.25533	0.246246	0.238057	0.230654	0.223885	0.217675	0.211965	0.206691	0.20177	0.197205	0.192928	0.188908	0.185147	0.181592	0.178224	0.175052	0.172046	0.169179	0.166453	0.163856	0.161379	0.159011	0.156735	0.154566	0.152474	0.150477	0.148546	0.1467	0.14491	0.143185	0.141521	0.139914	0.138361	0.136859	0.135405	0.133998	0.132633	0.13131	0.130016	0.128769	0.127558	0.126372	0.125227	0.124113	0.123019	0.121963	0.120934	0.119922	0.118944	0.117981	0.11705	0.116132	0.115243	0.114367	0.113519	0.112681	0.11187	0.111068	0.110283	0.109522	0.10877	0.108032	0.107318	0.106609	0.105923	0.105241	0.104573	0.103925	0.103282	0.10265	0.10203	0.101428	0.10083	0.100242	0.0996715	0.0991036	0.0985452	0.0979962	0.0974635	0.0969324	0.0964098	0.0958957	0.0953896	0.0948985	0.0944081	0.0939252	0.0934496	0.0929881	0.0925266	0.0920719	0.0916239	0.0911823	0.0907471	0.0903247	0.0899017	0.0894845	0.089073	0.0886672	0.0882669	0.0878785	0.0874888	0.0871043	0.0867247	0.0863501	0.0859803	0.0856215	0.085261	0.084905	0.0845534	0.0842062	0.0838632	0.0835244	0.0831958	0.082865	0.0825381	0.082215	0.0818957	0.0815802	0.0812682	0.0809598	0.0806548	0.0803593	0.0800611	0.0797662	0.0794746	0.0791861	0.0789007	0.0786184	0.0783391	0.0780628	0.0777952	0.0775246	0.0772568	0.0769917	0.0767294	0.0764698	0.0762127	0.0759583	0.0757063	0.0754569	0.0752099	0.0749709	0.0747286	0.0744887	0.0742511	0.0740158	0.0737827	0.0735517	0.0733229	0.0730963	0.0728717	0.0726492	0.0724287	0.0722102	0.0719991	0.0717844	0.0715718	0.0713609	0.071152	0.0709448	0.0707395	0.0705359	0.0703341	0.070134	0.0699356	0.0697389	0.0695438	0.0693504	0.0691585	0.0689734	0.0687847	0.0685975	0.0684119	0.0682277	0.068045	0.0678638	0.067684	0.0675057	0.0673287	0.0671532	0.066979	0.0668061	0.0666346	0.0664644	0.0662955	0.0661279	0.0659615	0.0658013	0.0656374	0.0654747	0.0653133	0.065153	0.0649939	0.0648359	0.0646791	0.0645235	0.0643689	0.0642155	
0.343577	0.328012	0.314386	0.302334	0.291566	0.281861	0.273086	0.265064	0.257706	0.25094	0.244691	0.238862	0.233453	0.228386	0.223625	0.219169	0.214959	0.210971	0.207213	0.203653	0.200258	0.197029	0.193954	0.19102	0.188216	0.185521	0.182952	0.180476	0.17811	0.175824	0.173637	0.171519	0.169477	0.167506	0.165604	0.163765	0.161986	0.160265	0.158598	0.156983	0.155416	0.153885	0.152408	0.150974	0.14957	0.148214	0.146896	0.145601	0.144351	0.143132	0.141935	0.140776	0.139636	0.138534	0.137447	0.136395	0.135358	0.134354	0.133362	0.132401	0.131452	0.130523	0.129623	0.128732	0.127859	0.127013	0.126175	0.125361	0.124555	0.123764	0.122997	0.122235	0.121488	0.120754	0.120041	0.119333	0.118637	0.117962	0.11729	0.116629	0.115979	0.115348	0.11472	0.114101	0.113493	0.112894	0.112312	0.111732	0.11116	0.110597	0.110051	0.109505	0.108966	0.108436	0.107914	0.107398	0.106898	0.106398	0.105904	0.105417	0.104937	0.104463	0.104003	0.103542	0.103086	0.102637	0.102194	0.101756	0.101331	0.100905	0.100483	0.100067	0.0996563	0.0992504	0.0988493	0.0984601	0.0980686	0.0976817	0.0972994	0.0969215	0.0965481	0.0961788	0.0958138	0.095453	0.0951028	0.0947499	0.0944009	0.0940558	0.0937144	0.0933767	0.0930426	0.0927121	0.092385	0.0920679	0.0917477	0.0914308	0.0911171	0.0908067	0.0904994	0.0901952	0.089894	0.0895959	0.0893006	0.0890083	0.0887251	0.0884384	0.0881545	0.0878733	0.0875948	0.0873189	0.0870456	0.0867749	0.0865066	0.0862409	0.0859775	0.0857166	0.085458	0.0852078	0.0849538	0.0847021	0.0844526	0.0842053	0.0839602	0.0837172	0.0834762	0.0832374	0.0830006	0.0827658	0.082533	0.0823021	0.0820732	0.0818461	0.0816267	0.0814034	0.0811819	0.0809622	0.0807443	0.0805281	0.0803136	0.0801009	0.0798898	0.0796804	0.0794726	0.0792665	0.0790619	0.0788589	0.0786575	0.0784576	0.0782592	0.0780623	0.0778724	0.0776785	0.077486	0.0772949	0.0771052	0.0769169	0.07673	0.0765444	0.0763602	0.0761773	0.0759957	
0.391709	0.373946	0.358398	0.344648	0.332363	0.321292	0.311283	0.302134	0.293743	0.286026	0.278899	0.272252	0.266084	0.260306	0.254878	0.249797	0.244996	0.240449	0.236165	0.232105	0.228235	0.224554	0.221048	0.217703	0.214507	0.211435	0.208506	0.205683	0.202986	0.200381	0.197887	0.195472	0.193144	0.190898	0.188729	0.186633	0.184606	0.182644	0.180744	0.178902	0.177116	0.175371	0.173689	0.172054	0.170453	0.168908	0.167405	0.16593	0.164504	0.163115	0.16175	0.16043	0.159131	0.157874	0.156635	0.155436	0.154254	0.153109	0.151979	0.150884	0.149803	0.148744	0.147717	0.146702	0.145708	0.144743	0.143787	0.14286	0.141942	0.14104	0.140166	0.139298	0.138446	0.137609	0.136797	0.13599	0.135197	0.134427	0.133661	0.132908	0.132167	0.131448	0.130732	0.130027	0.129334	0.128651	0.127988	0.127327	0.126675	0.126034	0.125411	0.124788	0.124175	0.123571	0.122975	0.122388	0.121818	0.121247	0.120685	0.12013	0.119582	0.119043	0.118518	0.117992	0.117474	0.116962	0.116457	0.115958	0.115473	0.114987	0.114507	0.114033	0.113565	0.113102	0.112645	0.112201	0.111755	0.111314	0.110879	0.110448	0.110022	0.109602	0.109186	0.108774	0.108375	0.107973	0.107575	0.107182	0.106793	0.106408	0.106027	0.105651	0.105278	0.104916	0.104551	0.10419	0.103833	0.103479	0.103129	0.102782	0.102439	0.102099	0.101763	0.10143	0.101107	0.10078	0.100457	0.100136	0.0998188	0.0995044	0.099193	0.0988844	0.0985788	0.0982759	0.0979758	0.0976785	0.0973838	0.0970984	0.096809	0.0965222	0.0962378	0.095956	0.0956767	0.0953998	0.0951252	0.0948531	0.0945832	0.0943156	0.0940503	0.0937873	0.0935264	0.0932677	0.0930174	0.0927629	0.0925105	0.0922601	0.0920118	0.0917654	0.091521	0.0912786	0.0910381	0.0907994	0.0905627	0.0903277	0.0900946	0.0898633	0.0896338	0.089406	0.08918	0.0889556	0.088739	0.0885179	0.0882986	0.0880808	0.0878647	0.0876501	0.0874371	0.0872256	0.0870157	0.0868073	0.0866004	
0.435842	0.416064	0.398754	0.383445	0.36977	0.357448	0.346306	0.336124	0.326785	0.318197	0.310264	0.302868	0.296003	0.289574	0.283534	0.277879	0.272537	0.267478	0.262711	0.258193	0.253887	0.249792	0.245891	0.242169	0.238613	0.235195	0.231936	0.228796	0.225795	0.222896	0.220122	0.217435	0.214845	0.212346	0.209933	0.207602	0.205346	0.203163	0.201049	0.199	0.197013	0.195072	0.1932	0.191382	0.189601	0.187882	0.18621	0.184569	0.182983	0.181438	0.179919	0.17845	0.177005	0.175607	0.174229	0.172895	0.171581	0.170307	0.16905	0.167831	0.166628	0.165451	0.164308	0.163179	0.162073	0.160999	0.159937	0.158905	0.157883	0.156881	0.155908	0.154942	0.153995	0.153064	0.15216	0.151263	0.150381	0.149524	0.148672	0.147834	0.147011	0.14621	0.145414	0.14463	0.143858	0.143099	0.142361	0.141626	0.140901	0.140188	0.139494	0.138802	0.13812	0.137448	0.136785	0.136132	0.135498	0.134863	0.134237	0.13362	0.133011	0.132411	0.131827	0.131243	0.130666	0.130096	0.129534	0.12898	0.12844	0.1279	0.127366	0.126838	0.126317	0.125803	0.125294	0.1248	0.124304	0.123814	0.123329	0.12285	0.122377	0.121909	0.121446	0.120989	0.120545	0.120097	0.119655	0.119217	0.118785	0.118357	0.117933	0.117514	0.1171	0.116697	0.116291	0.11589	0.115492	0.115099	0.114709	0.114323	0.113942	0.113564	0.11319	0.112819	0.11246	0.112096	0.111736	0.11138	0.111027	0.110677	0.110331	0.109988	0.109648	0.109311	0.108977	0.108646	0.108319	0.108001	0.107679	0.10736	0.107044	0.10673	0.10642	0.106112	0.105806	0.105504	0.105203	0.104906	0.104611	0.104318	0.104028	0.10374	0.103462	0.103179	0.102898	0.102619	0.102343	0.102069	0.101797	0.101528	0.10126	0.100995	0.100731	0.10047	0.100211	0.0999534	0.0996981	0.0994447	0.0991933	0.0989437	0.0987026	0.0984567	0.0982127	0.0979705	0.0977301	0.0974915	0.0972545	0.0970193	0.0967858	0.096554	0.0963238	
0.476832	0.455183	0.436236	0.419481	0.404514	0.391029	0.378836	0.367693	0.357474	0.348077	0.339396	0.331304	0.323792	0.316758	0.310149	0.303962	0.298118	0.292583	0.287367	0.282424	0.277713	0.273233	0.268965	0.264893	0.261002	0.257263	0.253698	0.250263	0.24698	0.243809	0.240773	0.237834	0.235001	0.232268	0.229628	0.227077	0.22461	0.222222	0.219909	0.217668	0.215494	0.213371	0.211323	0.209333	0.207386	0.205505	0.203676	0.201881	0.200146	0.198456	0.196795	0.195188	0.193607	0.192077	0.190571	0.189111	0.187673	0.186279	0.184905	0.183572	0.182256	0.180968	0.179718	0.178483	0.177273	0.176099	0.174936	0.173808	0.17269	0.171594	0.170529	0.169473	0.168436	0.167419	0.16643	0.165448	0.164483	0.163546	0.162614	0.161698	0.160797	0.159921	0.15905	0.158192	0.157349	0.156518	0.155711	0.154906	0.154114	0.153334	0.152575	0.151818	0.151072	0.150337	0.149612	0.148898	0.148204	0.147509	0.146825	0.14615	0.145484	0.144827	0.144189	0.143549	0.142918	0.142295	0.141681	0.141074	0.140484	0.139893	0.139308	0.138732	0.138162	0.137599	0.137043	0.136503	0.13596	0.135424	0.134894	0.13437	0.133852	0.13334	0.132834	0.132334	0.131847	0.131358	0.130874	0.130396	0.129923	0.129454	0.128991	0.128533	0.12808	0.127639	0.127195	0.126756	0.126321	0.125891	0.125465	0.125043	0.124625	0.124212	0.123803	0.123398	0.123004	0.122607	0.122213	0.121823	0.121437	0.121055	0.120676	0.120301	0.119929	0.11956	0.119195	0.118833	0.118475	0.118127	0.117775	0.117426	0.11708	0.116738	0.116398	0.116061	0.115727	0.115396	0.115067	0.114742	0.114419	0.114099	0.113782	0.113467	0.113162	0.112852	0.112545	0.112241	0.111939	0.111639	0.111342	0.111047	0.110754	0.110464	0.110176	0.10989	0.109606	0.109325	0.109046	0.108769	0.108494	0.108221	0.107957	0.107688	0.107421	0.107156	0.106893	0.106632	0.106373	0.106116	0.10586	0.105607	0.105355	
0.515269	0.491865	0.471383	0.453271	0.437094	0.422518	0.409339	0.397296	0.386252	0.376095	0.366714	0.357968	0.34985	0.342248	0.335106	0.32842	0.322104	0.316124	0.310487	0.305145	0.300055	0.295214	0.290601	0.286201	0.281997	0.277957	0.274104	0.270392	0.266845	0.263418	0.260138	0.256962	0.253901	0.250948	0.248095	0.245339	0.242673	0.240093	0.237594	0.235172	0.232823	0.230529	0.228317	0.226167	0.224063	0.222031	0.220053	0.218115	0.21624	0.214413	0.212619	0.210882	0.209175	0.207521	0.205894	0.204317	0.202763	0.201257	0.199772	0.198331	0.19691	0.195518	0.194168	0.192833	0.191526	0.190257	0.189001	0.187782	0.186574	0.18539	0.184239	0.183098	0.181978	0.180879	0.17981	0.17875	0.177707	0.176694	0.175688	0.174698	0.173724	0.172778	0.171837	0.17091	0.169999	0.169102	0.168229	0.16736	0.166504	0.165661	0.164841	0.164023	0.163217	0.162423	0.16164	0.160868	0.160118	0.159368	0.158628	0.157899	0.15718	0.15647	0.15578	0.155089	0.154407	0.153735	0.153071	0.152415	0.151777	0.151138	0.150507	0.149884	0.149269	0.148661	0.14806	0.147476	0.146889	0.14631	0.145737	0.145171	0.144612	0.144059	0.143512	0.142972	0.142446	0.141918	0.141395	0.140878	0.140367	0.139861	0.13936	0.138865	0.138376	0.1379	0.13742	0.136945	0.136476	0.136011	0.13555	0.135095	0.134644	0.134197	0.133755	0.133317	0.132892	0.132463	0.132037	0.131616	0.131199	0.130786	0.130376	0.129971	0.129569	0.129171	0.128777	0.128386	0.127998	0.127623	0.127242	0.126865	0.126492	0.126121	0.125754	0.12539	0.125029	0.124672	0.124317	0.123965	0.123617	0.123271	0.122928	0.122588	0.122258	0.121924	0.121592	0.121263	0.120937	0.120613	0.120292	0.119973	0.119657	0.119343	0.119032	0.118723	0.118417	0.118113	0.117811	0.117512	0.117215	0.11692	0.116634	0.116344	0.116056	0.115769	0.115485	0.115203	0.114923	0.114645	0.114369	0.114096	0.113824	
0.551577	0.526515	0.504583	0.48519	0.467869	0.452263	0.438153	0.42526	0.413436	0.402562	0.392518	0.383155	0.374465	0.366326	0.358682	0.351524	0.344763	0.338361	0.332327	0.326608	0.321159	0.315977	0.31104	0.306329	0.301829	0.297505	0.293381	0.289407	0.28561	0.281942	0.278431	0.275031	0.271755	0.268593	0.26554	0.26259	0.259736	0.256974	0.254299	0.251707	0.249193	0.246738	0.244369	0.242068	0.239816	0.237641	0.235524	0.233449	0.231443	0.229487	0.227567	0.225708	0.22388	0.22211	0.220368	0.21868	0.217017	0.215405	0.213816	0.212274	0.210752	0.209263	0.207817	0.206389	0.20499	0.203632	0.202287	0.200982	0.19969	0.198422	0.19719	0.195969	0.194771	0.193594	0.19245	0.191315	0.190199	0.189115	0.188037	0.186978	0.185936	0.184923	0.183915	0.182924	0.181948	0.180988	0.180054	0.179124	0.178208	0.177305	0.176428	0.175552	0.174689	0.173839	0.173002	0.172176	0.171372	0.17057	0.169778	0.168998	0.168228	0.167468	0.166729	0.16599	0.16526	0.16454	0.16383	0.163128	0.162445	0.161761	0.161086	0.160419	0.15976	0.159109	0.158467	0.157841	0.157214	0.156594	0.155981	0.155375	0.154776	0.154184	0.153599	0.153021	0.152458	0.151892	0.151333	0.15078	0.150232	0.149691	0.149155	0.148626	0.148101	0.147592	0.147078	0.14657	0.146068	0.14557	0.145077	0.14459	0.144107	0.143629	0.143156	0.142687	0.142232	0.141772	0.141317	0.140866	0.14042	0.139978	0.13954	0.139106	0.138676	0.13825	0.137827	0.137409	0.136995	0.136592	0.136185	0.135782	0.135382	0.134985	0.134592	0.134203	0.133817	0.133434	0.133054	0.132678	0.132305	0.131934	0.131567	0.131204	0.130851	0.130493	0.130138	0.129785	0.129436	0.12909	0.128746	0.128405	0.128066	0.127731	0.127398	0.127067	0.126739	0.126414	0.126091	0.125771	0.125453	0.125137	0.124832	0.124521	0.124212	0.123906	0.123602	0.1233	0.123	0.122703	0.122407	0.122114	0.121823	
